,mmsi,position,lon,lat,tstamp,speed
0,333333333,"[104.955, 2.203333]",104.955,2.203333,2023-06-01 00:31:00,13.0
1,333333333,"[104.8417, 1.985]",104.8417,1.985,2023-06-01 01:37:00,13.0
2,333333333,"[104.75, 1.778333]",104.75,1.778333,2023-06-01 02:37:00,13.0
3,333333333,"[104.61, 1.596667]",104.61,1.596667,2023-06-01 03:43:00,12.0
4,333333333,"[104.4691, 1.444288]",104.4691,1.444288,2023-06-01 04:42:00,13.0
5,333333333,"[104.306, 1.30609]",104.306,1.30609,2023-06-01 05:41:00,14.1
6,333333333,"[104.0617, 1.262553]",104.0617,1.262553,2023-06-01 06:43:00,12.9
7,333333333,"[103.8687, 1.20632]",103.8687,1.20632,2023-06-01 07:43:00,11.6
8,333333333,"[103.6998, 1.158295]",103.6998,1.158295,2023-06-01 08:43:00,11.1
9,333333333,"[103.5485, 1.222828]",103.5485,1.222828,2023-06-01 09:43:00,4.4
10,333333333,"[103.5552, 1.32908]",103.5552,1.32908,2023-06-01 10:42:00,5.3
11,333333333,"[103.556, 1.333577]",103.556,1.333577,2023-06-01 11:45:00,0.0
12,333333333,"[103.556, 1.333565]",103.556,1.333565,2023-06-01 12:48:00,0.0
13,333333333,"[103.5559, 1.333607]",103.5559,1.333607,2023-06-01 13:48:00,0.0
14,333333333,"[103.5561, 1.333513]",103.5561,1.333513,2023-06-01 14:48:00,0.0
15,333333333,"[103.556, 1.333542]",103.556,1.333542,2023-06-01 15:48:00,0.0
16,333333333,"[103.5559, 1.333597]",103.5559,1.333597,2023-06-01 16:51:00,0.0
17,333333333,"[103.5559, 1.333613]",103.5559,1.333613,2023-06-01 17:51:00,0.0
18,333333333,"[103.5559, 1.333548]",103.5559,1.333548,2023-06-01 18:51:00,0.0
19,333333333,"[103.556, 1.333523]",103.556,1.333523,2023-06-01 19:51:00,0.0
20,333333333,"[103.556, 1.333545]",103.556,1.333545,2023-06-01 20:57:00,0.0
21,333333333,"[103.5559, 1.333617]",103.5559,1.333617,2023-06-01 21:57:00,0.0
22,333333333,"[103.5559, 1.333583]",103.5559,1.333583,2023-06-01 22:57:00,0.0
23,333333333,"[103.556, 1.333458]",103.556,1.333458,2023-06-01 23:57:00,0.0
24,333333333,"[103.5559, 1.333613]",103.5559,1.333613,2023-06-02 00:57:00,0.0
25,333333333,"[103.5559, 1.33366]",103.5559,1.33366,2023-06-02 01:57:00,0.0
26,333333333,"[103.556, 1.333523]",103.556,1.333523,2023-06-02 03:00:00,0.0
27,333333333,"[103.5559, 1.33358]",103.5559,1.33358,2023-06-02 04:00:00,0.0
28,333333333,"[103.5559, 1.333735]",103.5559,1.333735,2023-06-02 05:00:00,0.0
29,333333333,"[103.5559, 1.333698]",103.5559,1.333698,2023-06-02 06:00:00,0.0
30,333333333,"[103.5559, 1.333635]",103.5559,1.333635,2023-06-02 07:03:00,0.0
31,333333333,"[103.556, 1.33362]",103.556,1.33362,2023-06-02 08:03:00,0.0
32,333333333,"[103.5559, 1.333497]",103.5559,1.333497,2023-06-02 09:03:00,0.0
33,333333333,"[103.556, 1.333505]",103.556,1.333505,2023-06-02 10:06:00,0.0
34,333333333,"[103.5559, 1.333583]",103.5559,1.333583,2023-06-02 11:07:00,0.0
35,333333333,"[103.5559, 1.333553]",103.5559,1.333553,2023-06-02 12:07:00,0.0
36,333333333,"[103.5558, 1.33368]",103.5558,1.33368,2023-06-02 13:09:00,0.0
37,333333333,"[103.5559, 1.333583]",103.5559,1.333583,2023-06-02 14:09:00,0.0
38,333333333,"[103.5559, 1.333582]",103.5559,1.333582,2023-06-02 15:09:00,0.0
39,333333333,"[103.5532, 1.331088]",103.5532,1.331088,2023-06-02 16:11:00,1.5
40,333333333,"[103.5061, 1.214197]",103.5061,1.214197,2023-06-02 17:11:00,9.2
41,333333333,"[103.5695, 1.09232]",103.5695,1.09232,2023-06-02 18:10:00,14.6
42,333333333,"[103.7483, 1.112165]",103.7483,1.112165,2023-06-02 19:10:00,13.0
43,333333333,"[103.93, 1.220038]",103.93,1.220038,2023-06-02 20:09:00,12.7
44,333333333,"[104.105, 1.286402]",104.105,1.286402,2023-06-02 21:10:00,3.1
45,333333333,"[104.0739, 1.29062]",104.0739,1.29062,2023-06-02 22:11:00,0.6
46,333333333,"[104.0728, 1.291645]",104.0728,1.291645,2023-06-02 23:11:00,0.1
47,333333333,"[104.07, 1.29]",104.07,1.29,2023-06-03 00:13:00,0.0
48,333333333,"[104.071, 1.290538]",104.071,1.290538,2023-06-03 01:14:00,0.0
49,333333333,"[104.071, 1.290742]",104.071,1.290742,2023-06-03 02:14:00,0.0
50,333333333,"[104.0712, 1.291345]",104.0712,1.291345,2023-06-03 03:14:00,0.0
51,333333333,"[104.071, 1.291222]",104.071,1.291222,2023-06-03 04:14:00,0.0
52,333333333,"[104.0712, 1.29158]",104.0712,1.29158,2023-06-03 05:14:00,0.2
53,333333333,"[104.07, 1.29]",104.07,1.29,2023-06-03 06:19:00,0.0
54,333333333,"[104.0706, 1.290387]",104.0706,1.290387,2023-06-03 07:23:00,0.1
55,333333333,"[104.0704, 1.290697]",104.0704,1.290697,2023-06-03 08:23:00,0.0
56,333333333,"[104.0704, 1.290712]",104.0704,1.290712,2023-06-03 09:23:00,0.0
