,mmsi,position,lon,lat,tstamp,speed
0,111111111111,"[-7.609092, 36.28561]",-7.609092,36.28561,2023-06-01 00:12:00,18.4
1,111111111111,"[-7.965436, 36.39092]",-7.965436,36.39092,2023-06-01 01:12:00,18.8
2,111111111111,"[-8.32402, 36.50093]",-8.32402,36.50093,2023-06-01 02:11:00,18.8
3,111111111111,"[-8.686831, 36.60287]",-8.686831,36.60287,2023-06-01 03:10:00,18.8
4,111111111111,"[-9.039135, 36.70954]",-9.039135,36.70954,2023-06-01 04:09:00,17.9
5,111111111111,"[-9.323773, 36.89868]",-9.323773,36.89868,2023-06-01 05:09:00,18.2
6,111111111111,"[-9.256884, 37.1795]",-9.256884,37.1795,2023-06-01 06:08:00,18.0
7,111111111111,"[-9.084322, 37.44998]",-9.084322,37.44998,2023-06-01 07:08:00,18.2
8,111111111111,"[-8.936439, 37.68719]",-8.936439,37.68719,2023-06-01 08:07:00,11.3
9,111111111111,"[-8.852442, 37.83702]",-8.852442,37.83702,2023-06-01 09:07:00,10.6
10,111111111111,"[-8.836554, 37.92432]",-8.836554,37.92432,2023-06-01 10:07:00,0.5
11,111111111111,"[-8.841028, 37.929]",-8.841028,37.929,2023-06-01 11:08:00,0.0
12,111111111111,"[-8.84105, 37.92899]",-8.84105,37.92899,2023-06-01 12:08:00,0.0
13,111111111111,"[-8.840965, 37.92906]",-8.840965,37.92906,2023-06-01 13:09:00,0.1
14,111111111111,"[-8.841244, 37.92928]",-8.841244,37.92928,2023-06-01 14:08:00,0.0
15,111111111111,"[-8.841235, 37.92898]",-8.841235,37.92898,2023-06-01 15:08:00,0.6
16,111111111111,"[-8.84104, 37.92901]",-8.84104,37.92901,2023-06-01 16:08:00,0.0
17,111111111111,"[-8.841037, 37.92898]",-8.841037,37.92898,2023-06-01 18:08:00,0.0
18,111111111111,"[-8.841006, 37.92896]",-8.841006,37.92896,2023-06-01 19:19:00,0.2
19,111111111111,"[-8.84103, 37.92894]",-8.84103,37.92894,2023-06-01 20:53:00,0.0
20,111111111111,"[-8.841065, 37.92935]",-8.841065,37.92935,2023-06-01 22:38:00,0.0
21,111111111111,"[-8.841289, 37.92911]",-8.841289,37.92911,2023-06-01 23:53:00,0.0
22,111111111111,"[-8.841153, 37.92891]",-8.841153,37.92891,2023-06-02 00:53:00,0.0
23,111111111111,"[-8.840979, 37.92897]",-8.840979,37.92897,2023-06-02 01:53:00,0.0
24,111111111111,"[-8.841215, 37.92896]",-8.841215,37.92896,2023-06-02 02:53:00,0.0
25,111111111111,"[-8.84101, 37.929]",-8.84101,37.929,2023-06-02 03:53:00,0.0
26,111111111111,"[-8.841037, 37.92899]",-8.841037,37.92899,2023-06-02 04:53:00,0.0
27,111111111111,"[-8.841045, 37.92899]",-8.841045,37.92899,2023-06-02 05:53:00,0.0
28,111111111111,"[-8.840881, 37.92898]",-8.840881,37.92898,2023-06-02 06:53:00,0.0
29,111111111111,"[-8.841131, 37.92905]",-8.841131,37.92905,2023-06-02 07:53:00,0.1
30,111111111111,"[-8.841273, 37.92897]",-8.841273,37.92897,2023-06-02 08:56:00,0.0
31,111111111111,"[-8.841073, 37.92897]",-8.841073,37.92897,2023-06-02 10:00:00,0.0
32,111111111111,"[-8.841025, 37.92899]",-8.841025,37.92899,2023-06-02 10:59:00,0.0
33,111111111111,"[-8.882156, 37.86958]",-8.882156,37.86958,2023-06-02 11:59:00,12.3
34,111111111111,"[-9.123946, 37.78805]",-9.123946,37.78805,2023-06-02 12:58:00,12.6
35,111111111111,"[-9.35819, 37.72001]",-9.35819,37.72001,2023-06-02 13:58:00,12.0
36,111111111111,"[-9.5975, 37.66425]",-9.5975,37.66425,2023-06-02 14:57:00,11.5
37,111111111111,"[-9.773665, 37.5105]",-9.773665,37.5105,2023-06-02 15:57:00,12.8
38,111111111111,"[-9.94077, 37.37013]",-9.94077,37.37013,2023-06-02 16:56:00,12.6
39,111111111111,"[-10.19604, 37.3291]",-10.19604,37.3291,2023-06-02 17:57:00,12.0
40,111111111111,"[-10.4467, 37.29277]",-10.4467,37.29277,2023-06-02 18:56:00,12.2
